Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,EBIDT last year,High price all time,DMA 200,Down from 52w high,Debt,Promoter holding,Profit after tax latest quarter,YOY Quarterly profit growth,Profit after tax preceding year quarter,Profit after tax preceding quarter,QoQ Profits,Expected quarterly net profit,Net profit 2quarters back,Net profit 3quarters back,Pledged percentage,Price to Earning,Expected quarterly sales,Expected quarterly sales growth,Sales,Sales growth,YOY Quarterly sales growth,Net Profit latest quarter,Profit after tax,Return on capital employed,Return on equity,Profit growth,NPM latest quarter,Mkt Cap To Debt Cap,Cash from operations last year,Cash from operations preceding year,DMA 200 previous day,Expected quarterly operating profit,Expected quarterly EPS,RSI,Cash end of preceding year,CROIC,Cash end of last year,Reserves,Investments,Current assets,EVEBITDA,Price to book value,Sales latest quarter,Number of Shareholders,Number of Shareholders preceding quarter,Number of Shareholders 1year back,FII holding,DII holding,Public holding,Cash Equivalents
Safari Inds.,523025,SAFARI,INE429E01023,Consumer Durables,Plastic Products - Consumer,1490.20,7306.75,293.15,2837.20,1735.90,40.56,116.55,44.70,47.75,-5.43,50.49,37.47,27.44,55.01,32.89,46.94,0.00,44.27,603.26,13.06,2107.80,13.97,11.51,47.75,165.05,19.27,15.94,10.86,8.11,5.69,173.36,57.32,1738.37,78.42,11.23,39.68,227.42,3.57,270.00,1104.87,13.27,891.61,24.40,6.55,588.58,36853.00,34886.00,36080.00,10.56,28.26,16.47,270.00
Sagar Cements,502090,SAGCEM,INE229C01021,Cement & Cement Products,Cement & Cement Products,162.45,2116.43,306.76,319.00,189.64,45.85,1708.35,48.33,-23.11,-1994.26,1.22,87.60,-128.09,-53.21,-64.10,-44.17,29.99,,673.38,11.88,2685.43,13.42,5.28,-28.10,-35.40,1.97,-1.05,76.99,-3.98,0.76,215.56,233.93,189.91,61.53,-3.35,30.35,164.25,1.02,18.69,1666.78,0.00,759.93,14.49,1.25,706.07,34956.00,34401.00,32950.00,1.61,18.39,31.68,18.69
Sagility,544282,SAGILITY,INE0W2G01015,IT - Services,IT Enabled Services,42.64,19951.78,1862.71,57.90,43.12,26.36,1110.54,50.95,227.25,52.97,148.56,257.73,-15.88,351.45,267.66,250.83,0.00,19.41,2147.22,29.47,7617.39,29.43,27.59,216.81,1027.73,13.41,10.58,54.46,11.57,1.89,1202.97,1214.07,43.12,515.09,0.75,50.14,343.76,9.41,567.92,4979.82,335.87,2608.67,10.48,2.07,1963.48,538679.00,524120.00,401291.00,9.99,21.42,17.65,567.92
Sai Life,544306,SAILIFE,INE570L01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1471.60,31241.32,680.29,1484.20,1094.49,0.85,288.45,34.53,73.29,21.22,60.46,104.02,-29.69,116.82,100.38,83.84,0.00,84.96,614.87,14.40,2250.36,17.74,11.66,73.29,367.73,19.55,15.39,50.65,13.22,8.86,509.13,314.05,1090.70,172.61,5.50,67.12,463.88,-0.71,110.87,2462.51,50.50,1410.53,44.82,12.55,554.29,125096.00,117527.00,126380.00,19.65,32.71,13.11,110.87
Sai Parenteral's,544742,SAIPARENT,INE0H9F01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,543.40,2401.37,47.22,706.00,487.05,23.03,333.32,51.16,7.92,457.75,1.42,13.16,-39.82,,-6.66,,0.00,115.67,,,381.00,133.60,435.10,7.92,14.26,5.97,4.88,-1.11,4.43,,93.05,33.15,486.49,,,46.19,2.09,-14.08,416.97,468.68,0.00,821.98,49.08,,178.67,9312.00,7687.00,,4.03,8.52,36.29,416.97
Saksoft,590051,SAKSOFT,INE667G01023,IT - Software,Computers - Software & Consulting,163.72,2167.09,206.72,321.76,165.80,28.72,43.68,66.72,29.29,-9.46,32.35,35.93,-18.48,45.62,29.02,35.97,0.00,16.18,272.02,5.24,1006.74,8.13,-0.18,29.29,133.92,25.48,19.55,15.89,11.78,1.57,171.10,111.00,165.82,50.94,3.44,45.49,197.31,17.09,250.78,766.17,0.00,514.39,9.57,2.79,248.62,113003.00,108388.00,115512.00,2.18,0.01,28.07,250.78
Sambhv Steel,544430,SAMBHV,INE12NJ01018,Industrial Products,Iron & Steel Products,131.38,3873.29,283.59,149.40,109.94,7.18,378.14,56.11,56.61,69.49,33.40,55.78,1.49,68.83,24.13,29.97,0.00,23.26,828.44,42.79,2586.79,48.73,31.07,56.61,166.49,19.07,18.47,149.65,7.73,2.65,215.82,127.38,109.73,95.57,2.34,65.98,16.19,-7.64,83.92,760.76,165.23,963.17,13.43,3.67,732.17,69951.00,71309.00,130812.00,1.53,3.17,39.17,83.92
Samhi Hotels,543984,SAMHI,INE08U801020,Leisure Services,Hotels & Resorts,160.39,3565.98,461.76,254.60,171.68,29.95,1854.34,0.00,18.25,-7.90,19.82,332.00,-93.76,42.22,48.14,99.79,0.00,8.49,326.83,11.56,1280.79,11.84,12.12,24.93,420.26,8.90,24.48,243.36,8.17,1.11,406.98,357.04,171.79,112.25,1.39,38.47,69.97,4.68,193.88,2159.97,0.00,331.80,11.40,1.63,305.21,83908.00,88889.00,93568.00,44.62,17.35,38.03,193.88
Sammaan Capital,535789,SAMMAANCAP,INE148I01020,Finance,Housing Finance Company,150.23,17447.59,3421.54,1283.57,155.45,22.14,51853.07,28.34,243.30,-27.22,334.30,-1602.24,103.00,-436.57,314.08,308.47,0.00,,1811.19,-19.52,7417.73,-17.09,-31.18,243.30,-736.39,4.92,-3.18,59.09,14.73,1.14,-7465.88,8771.63,155.51,1081.08,-3.76,36.69,4733.53,0.64,10960.42,18762.71,17518.17,16458.41,17.07,0.92,1651.93,399460.00,407005.00,439244.00,19.60,7.94,42.71,10960.42
Samvardh. Mothe.,517334,MOTHERSON,INE775A01035,Auto Components,Auto Components & Equipments,169.58,178919.19,13002.90,173.27,131.74,2.13,19169.70,48.60,1032.05,81.52,568.57,1631.70,-31.12,1318.32,1072.27,845.63,2.34,39.15,34836.35,15.46,131135.44,14.02,16.65,1075.66,4569.80,13.43,11.24,35.30,3.05,2.22,11284.00,6286.20,131.36,3181.01,1.20,71.75,6288.80,6.14,8233.90,39924.20,7238.00,52034.50,14.08,4.37,35243.77,1193976.00,1220691.00,1303287.00,12.87,20.59,17.67,8233.90
Sanathan Textile,544314,SANATHAN,INE0JPD01013,Textiles & Apparels,Other Textile Products,461.25,3902.28,309.37,564.00,443.14,16.43,1512.08,78.58,23.82,-41.08,40.43,21.57,10.43,27.56,-4.77,20.12,0.00,64.25,1328.16,62.37,4400.58,48.53,79.08,23.82,60.74,6.89,3.78,-59.72,1.78,1.00,322.41,383.35,442.95,100.99,3.27,47.80,138.49,-15.19,169.04,1787.67,0.00,1525.73,15.26,2.08,1334.74,24885.00,26483.00,31997.00,1.47,12.73,7.23,169.04
Sandhar Tech,541163,SANDHAR,INE278H01035,Auto Components,Auto Components & Equipments,648.00,3896.68,520.66,764.10,575.50,15.19,1147.61,70.38,37.28,33.10,28.01,63.82,-41.59,61.91,33.45,73.38,0.00,18.61,1609.60,26.70,5143.89,26.63,26.77,37.28,209.39,14.41,16.24,50.85,2.70,1.43,209.91,246.97,574.77,140.28,10.29,54.08,81.31,-1.29,51.16,1272.94,66.97,1543.12,9.32,2.93,1381.89,45879.00,41860.00,39063.00,2.09,14.82,12.71,51.16
Sandur Manganese,504918,SANDUMA,INE149K01016,Ferrous Metals,Iron & Steel,196.95,9573.84,1276.09,273.00,203.34,27.86,999.36,74.22,227.09,36.28,166.63,235.78,-3.57,322.11,115.83,138.87,0.00,12.91,1868.95,51.66,5327.82,45.22,21.09,227.85,741.52,24.23,23.03,50.62,16.57,1.22,1142.72,840.55,203.40,438.38,6.60,39.36,44.95,13.59,87.93,2767.58,280.78,1627.13,7.90,2.94,1374.78,87803.00,85207.00,55747.00,1.73,0.58,23.47,87.93
Sangam India,514234,SANGAMIND,INE495C01010,Textiles & Apparels,Other Textile Products,578.05,2900.23,323.00,675.95,508.68,14.48,1222.32,70.52,40.58,618.23,5.65,34.76,17.29,43.11,24.10,23.78,0.00,23.08,861.25,11.00,3249.28,10.82,7.61,39.35,125.65,10.67,8.70,442.53,4.80,0.89,248.64,433.42,507.98,93.15,9.57,42.53,49.86,-0.39,65.48,1025.90,192.97,1448.51,11.24,2.42,845.54,9684.00,9333.00,10589.00,2.50,0.09,25.04,65.48
Sanghvi Movers,530073,SANGHVIMOV,INE989A01032,Commercial Services & Supplies,Diversified Commercial Services,490.70,4245.73,410.29,747.48,369.49,7.83,673.55,47.25,65.25,29.82,50.26,68.42,-5.15,53.31,28.97,36.27,0.00,20.71,278.08,32.48,1176.76,30.05,38.89,65.25,204.97,15.63,13.90,23.26,17.19,,278.01,161.70,368.27,100.45,6.16,56.05,54.22,,128.53,1301.70,86.62,753.87,10.39,3.24,379.67,57904.00,60472.00,68561.00,1.81,1.40,49.53,128.53
Sanofi Consumer,544250,SANOFICONR,INE0UOS01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,4213.10,9697.06,327.40,5954.00,4600.70,21.89,20.80,71.27,68.80,23.65,55.64,67.80,1.47,105.30,66.50,62.90,0.00,36.46,296.47,26.75,949.80,31.17,6.70,68.80,266.00,89.93,71.60,34.44,29.19,,174.80,439.00,4604.59,110.14,45.72,23.51,326.90,56.20,375.20,324.90,0.00,663.40,24.78,27.89,235.70,47511.00,48418.00,49632.00,2.60,17.85,8.28,490.60
Sanofi India,500674,SANOFI,INE058A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,3321.00,7642.07,510.90,7600.00,3790.03,37.23,14.70,60.40,83.50,20.14,69.50,102.60,-18.62,111.68,61.70,76.00,0.00,22.30,450.79,-5.18,1805.20,-8.88,7.73,83.50,342.77,57.51,43.03,-3.86,19.08,1.46,438.30,461.70,3794.75,121.41,48.55,50.42,294.80,42.90,274.90,803.00,0.00,965.00,14.55,9.25,437.70,80005.00,75758.00,66790.00,5.69,19.87,14.05,368.70
Sansera Enginee.,543358,SANSERA,INE953O01021,Auto Components,Auto Components & Equipments,3900.20,24335.83,621.25,4040.40,2564.20,3.47,370.48,29.21,99.30,64.54,60.35,103.97,-16.63,117.55,63.50,70.35,0.00,69.79,961.63,28.83,3341.47,23.53,36.43,86.68,348.70,13.65,10.65,61.41,10.90,6.87,320.47,321.37,2550.77,181.68,18.84,64.96,417.89,-3.36,385.54,3049.42,195.49,1680.77,35.38,7.94,911.17,104350.00,94980.00,78921.00,21.52,31.04,18.18,385.54
Sanstar,544217,SANSTAR,INE08NE01025,Agricultural Food & other Products,Other Agricultural Products,105.23,2109.21,49.44,158.80,102.06,23.47,19.90,64.18,9.21,2808.82,-0.34,20.49,-55.05,7.39,13.67,0.63,0.00,47.94,206.47,5.11,821.13,-0.13,21.51,9.21,44.00,5.69,5.09,63.20,4.47,3.51,89.90,38.74,102.03,10.90,0.37,36.27,214.28,-5.48,133.49,657.48,27.51,355.28,30.52,2.76,206.16,73384.00,82066.00,98828.00,0.29,0.27,35.24,133.49
Sapphire Foods,543397,SAPPHIRE,INE806T01020,Leisure Services,Restaurants,241.35,7756.91,501.51,401.00,211.92,30.63,1417.13,26.06,14.04,880.00,-1.80,-1.43,211.01,-9.22,-4.81,-12.79,0.00,3151.51,828.82,11.64,3239.45,10.17,14.69,14.02,2.46,3.98,-1.03,-85.80,1.57,1.38,507.03,508.00,211.63,124.87,-0.29,74.55,78.27,6.04,68.11,1326.33,3.10,335.30,17.26,5.58,890.96,58178.00,56668.00,51421.00,25.25,41.92,6.75,68.11
Sarda Energy,504614,SARDAEN,INE385C01021,Ferrous Metals,Iron & Steel,509.35,17934.53,2024.52,639.95,518.04,20.41,2631.92,73.16,458.25,5.50,434.36,157.99,208.17,380.11,189.88,327.77,0.00,15.98,1565.16,2.45,5665.38,5.90,-1.54,478.13,1122.41,17.39,16.09,19.96,29.73,1.44,1734.84,885.70,518.12,537.04,10.34,49.65,608.23,7.83,864.49,7334.76,1645.44,4417.49,9.43,2.44,1608.04,91188.00,90809.00,85676.00,3.51,3.47,19.84,864.49
Saregama India,532163,SAREGAMA,INE979A01025,Entertainment,Media & Entertainment,520.20,10032.91,379.60,688.90,436.01,9.51,72.58,60.84,51.56,40.64,36.66,76.50,-30.02,60.98,51.25,43.83,0.00,43.96,247.73,7.69,1041.45,-11.20,27.48,51.88,228.22,17.76,13.02,13.90,19.68,5.63,100.02,331.20,435.17,84.17,3.14,52.64,543.70,1.13,149.27,1673.40,378.56,892.52,24.50,5.93,263.60,71163.00,68640.00,70281.00,11.50,8.60,18.63,149.27
Sasken Technol.,532663,SASKEN,INE231F01020,IT - Services,IT Enabled Services,1874.10,2842.06,124.74,2785.05,1682.08,32.71,28.11,42.94,24.86,163.35,9.44,26.99,-18.90,19.25,9.14,10.50,0.00,38.52,434.21,69.95,1178.88,68.15,24.02,23.52,73.78,9.90,7.00,77.43,6.93,7.20,-22.83,-57.16,1680.15,35.93,12.67,45.13,38.76,-1.93,96.80,839.56,277.09,446.00,18.91,3.33,339.24,26777.00,24143.00,24721.00,19.11,1.39,36.49,96.80
Satin Creditcare,539404,SATIN,INE836B01017,Finance,Microfinance Institutions,226.98,2515.74,1773.88,671.34,198.61,17.22,10991.46,36.17,122.67,172.00,45.10,162.02,-24.31,212.48,71.91,53.16,0.00,6.14,973.12,23.51,3209.34,20.69,8.39,122.65,409.76,13.84,12.29,225.36,16.09,-0.24,-973.81,-563.40,198.32,534.64,19.23,41.29,1374.78,-9.70,2251.06,2753.35,151.23,2662.82,6.14,0.88,762.14,37727.00,44277.00,49904.00,4.88,6.32,52.23,2251.06
Savita Oil Tech,524667,SOTL,INE035D01020,Petroleum Products,Lubricants,688.55,4723.10,271.50,814.80,483.48,15.49,1.78,68.93,292.25,395.59,58.97,50.34,480.55,161.72,40.88,43.66,0.00,11.06,1430.60,32.97,4853.24,26.15,49.60,292.25,427.13,13.96,8.88,204.14,19.75,2.76,138.24,63.56,481.41,173.85,23.59,55.47,73.70,5.47,134.79,1827.31,474.61,2032.64,7.46,2.56,1479.77,33511.00,32524.00,34013.00,1.02,13.18,16.86,134.79
SBFC Finance,543959,SBFC,INE423Y01016,Finance,Non Banking Financial Company (NBFC),93.99,10414.91,1163.32,123.00,95.23,23.59,7161.71,52.31,130.12,28.97,100.89,122.77,5.99,197.51,118.04,109.14,0.00,21.69,521.53,26.96,1781.86,27.63,26.53,130.12,480.07,11.82,13.05,30.68,26.48,-0.64,-1892.70,-1415.26,95.24,356.19,1.78,55.16,429.36,-15.52,645.03,2619.45,192.44,755.70,13.80,2.79,491.47,134577.00,138467.00,142155.00,7.22,20.72,19.69,645.03
SBI,500112,SBIN,INE062A01020,Banks,Public Sector Bank,1048.00,969773.27,433862.51,1234.80,1009.09,15.13,6894110.87,55.47,24113.00,13.73,21201.47,19642.87,22.49,29878.90,22175.72,21860.59,0.00,11.54,135576.14,5.89,525747.06,5.52,8.36,25120.89,84014.25,6.13,15.38,5.76,18.44,5.04,38097.39,45484.01,1008.69,62966.47,31.07,49.15,208893.69,0.41,247107.52,621016.67,2400494.73,849579.05,17.65,1.56,136240.49,3898366.00,3763427.00,3754459.00,10.81,26.52,7.06,212013.35
SBI Cards,543066,SBICARD,INE018E01016,Finance,Non Banking Financial Company (NBFC),647.05,61315.48,6120.94,1165.00,701.71,32.95,44063.73,68.86,664.44,19.51,555.96,609.30,9.05,848.68,556.64,444.77,0.00,26.95,5280.97,6.45,20063.29,7.92,3.36,664.44,2275.15,10.10,14.69,21.16,13.18,-1.34,493.03,-2140.46,702.26,1425.32,8.92,52.67,2738.19,-4.20,2319.78,14773.90,6373.73,4292.49,16.64,3.92,5040.55,729862.00,705597.00,774642.00,8.98,18.13,4.02,2319.78
SBI Funds Mgt.,544829,SBIFUNDS,INE640G01020,Capital Markets,Asset Management Company,555.50,113186.64,4072.73,625.00,602.04,11.12,0.00,88.19,880.26,3.70,848.84,634.46,38.74,,,,0.00,36.53,,,4965.70,17.27,15.16,880.26,3067.33,56.50,43.02,20.76,76.36,5.57,2487.60,1992.38,602.51,,,28.58,92.35,26.93,108.40,5759.38,5704.37,324.88,27.76,,1152.73,2477778.00,,,1.43,2.97,7.40,108.40
SBI Life Insuran,540719,SBILIFE,INE123W01016,Insurance,Life Insurance,1782.00,178270.46,2812.27,2132.90,1858.55,16.45,0.00,55.32,724.93,21.97,594.37,804.64,-9.91,-542.94,576.74,494.59,0.00,68.54,34074.61,47.41,119655.76,-1.30,18.82,724.93,2600.90,14.95,13.70,4.53,1.56,0.51,34522.67,25546.65,1859.32,-543.39,-5.41,36.67,1846.63,164.09,3207.94,19117.74,524154.39,8401.62,62.37,8.89,46336.78,357321.00,354662.00,355321.00,20.95,19.67,4.06,1526.74
Schaeffler India,505790,SCHAEFFLER,INE513A01022,Auto Components,Auto Components & Equipments,4049.30,63272.00,1948.26,4951.00,4023.80,9.36,33.72,74.13,336.73,13.67,296.23,319.71,5.32,439.84,327.96,306.65,0.00,49.01,2819.74,19.47,10191.57,19.24,17.50,336.73,1291.05,27.90,20.80,22.02,12.56,5.83,1342.52,884.32,4023.54,538.10,28.14,45.77,1349.49,8.12,1840.84,6225.26,90.90,5680.60,29.61,10.12,2681.41,68487.00,66745.00,71705.00,4.36,16.21,5.29,1504.23
Schneider APW,544786,,INE155D01018,Industrial Manufacturing,Industrial Machinery,1962.45,2373.78,57.72,2718.75,841.48,27.82,1.29,74.12,4.47,-45.09,8.14,6.67,-51.04,7.83,12.14,8.32,0.00,68.39,93.08,-0.51,400.04,-9.76,16.88,4.47,34.71,23.88,17.71,-28.30,4.08,,38.42,38.56,830.22,9.13,6.47,41.92,74.29,8.45,106.32,225.62,0.00,282.47,42.87,9.99,109.53,2141.00,,,0.00,0.25,25.64,106.32
Schneider Elect.,534139,SCHNEIDER,INE839M01018,Electrical Equipment,Heavy Electrical Equipment,1242.60,29688.07,388.92,1548.30,1098.28,19.74,632.77,75.00,12.44,-69.84,41.24,15.49,-43.38,45.48,97.03,52.32,0.00,153.23,705.27,8.48,2920.36,9.56,4.78,12.44,193.75,29.65,38.22,-21.69,1.91,12.77,224.50,307.89,1096.83,69.44,1.90,40.89,258.43,13.80,357.85,642.08,0.00,1679.66,84.14,43.07,651.36,117705.00,106662.00,114958.00,3.42,4.65,16.91,357.85
SEAMEC Ltd,526807,SEAMECLTD,INE497B01018,Transport Services,Shipping,1699.00,4320.50,447.22,1721.05,1348.87,1.28,352.92,72.72,81.22,7.19,75.77,103.48,-21.56,10.01,99.76,-25.73,0.00,16.82,159.00,63.21,1038.46,60.32,40.77,81.34,256.84,20.04,21.77,122.39,27.39,1.88,321.30,298.52,1345.35,47.87,3.93,79.33,140.15,2.27,188.30,1276.09,367.00,584.25,9.45,3.32,296.92,18049.00,16623.00,17128.00,5.93,4.39,16.95,188.30
Sedemac Mechatro,544723,SEDEMAC,INE00XB01019,Auto Components,Auto Components & Equipments,3261.40,14403.54,220.50,3350.00,2117.74,2.64,72.44,26.23,33.31,95.14,17.07,32.08,3.83,,24.33,,0.00,122.49,,,1058.38,60.76,42.51,33.31,101.35,35.31,26.93,116.56,10.75,15.71,128.02,90.91,2106.24,,,73.05,8.25,-3.57,64.39,405.04,0.00,415.54,65.36,32.06,309.77,25697.00,18127.00,,4.27,39.81,29.70,64.39
Senco Gold,543936,SENCO,INE602W01027,Consumer Durables,"Gems, Jewellery And Watches",336.30,5511.16,1063.70,772.00,346.47,21.79,2699.11,64.48,101.14,-3.35,104.65,156.88,-35.53,112.59,264.00,48.78,0.00,9.66,2368.83,54.21,9659.79,43.10,67.34,101.14,570.80,21.24,25.60,168.38,3.31,-1.87,-789.27,-221.20,346.58,203.24,6.87,37.10,590.85,-8.39,516.64,2431.78,0.22,6477.77,7.16,2.19,3056.03,150103.00,158119.00,171162.00,6.88,13.54,15.11,516.64
Senores Pharma.,544319,SENORES,INE0RB801010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1513.30,6960.76,215.38,1577.50,1042.57,4.07,342.03,45.82,30.72,55.70,19.73,31.61,-16.96,51.33,33.58,30.12,2.81,55.08,238.00,47.13,688.11,50.95,30.60,30.45,126.37,15.13,13.42,86.99,16.90,-131.96,62.05,-45.92,1037.84,70.78,11.15,63.15,385.50,-13.24,159.61,887.55,4.29,812.43,30.47,7.46,180.21,36498.00,34126.00,36389.00,6.62,9.77,37.78,159.61
Seshaasai Tech.,544533,STYL,INE04VU01023,Financial Technology (Fintech),Financial Technology (Fintech),401.35,6493.22,397.87,437.45,320.07,8.25,82.45,81.80,61.75,68.35,36.68,82.56,-25.21,87.95,66.61,57.88,0.00,24.16,394.87,12.39,1505.90,6.58,21.02,61.75,268.80,27.98,23.57,23.06,16.41,3.70,225.19,165.49,319.26,102.25,5.44,57.95,123.71,5.76,410.44,1268.04,50.12,1008.25,14.67,4.54,376.22,80072.00,81803.00,,0.29,7.74,10.17,410.44
SG Finserve,539199,SGFIN,INE618R01015,Finance,Non Banking Financial Company (NBFC),684.65,4513.13,306.75,748.00,530.66,5.97,2704.16,56.95,53.68,118.92,24.52,42.27,26.99,85.54,32.47,28.40,0.00,28.78,151.20,102.36,402.08,106.13,101.38,53.68,156.82,9.32,10.32,82.09,39.44,-0.50,-1571.48,-491.71,529.12,140.03,12.98,55.31,61.85,-27.36,204.11,1394.95,0.21,244.39,18.76,3.06,136.11,28150.00,26403.00,30921.00,0.54,2.18,40.34,204.11
SG Mart,512329,SGMART,INE385F01024,Metals & Minerals Trading,Trading - Metals,805.20,10115.61,205.77,824.10,538.77,2.29,267.92,57.90,45.58,41.07,32.31,41.47,9.91,42.14,10.74,26.54,0.00,81.36,1944.67,14.11,6480.09,10.46,14.41,45.58,124.33,10.24,7.92,13.61,3.48,,258.11,-391.01,536.09,54.69,3.34,76.93,1144.80,-10.48,984.13,1583.93,0.00,1721.04,43.13,6.35,1308.57,20309.00,22031.00,31450.00,1.90,4.11,36.09,984.13
Sh.Renuka Sugar,532670,RENUKA,INE087H01022,Agricultural Food & other Products,Sugar,26.13,5561.74,155.70,123.61,25.34,22.00,7174.40,62.48,-251.10,4.52,-263.00,-122.20,-107.17,-314.50,-38.10,-369.30,0.00,,2354.31,-2.83,9364.90,-5.13,5.47,-251.50,-780.20,-3.12,,-96.38,-11.86,0.88,-121.80,950.43,25.33,-61.48,-1.48,78.90,79.00,9.48,60.50,-2889.50,50.00,3199.30,76.04,,2120.20,741824.00,742465.00,802293.00,2.16,9.14,26.18,60.50
Shadowfax Technologies,544685,SHADOWFAX,INE12UN01015,Transport Services,Logistics Solution Provider,258.00,15112.74,241.80,268.65,172.05,3.96,233.96,16.51,66.20,624.29,9.14,55.27,19.78,,36.53,14.23,0.00,87.75,,,4608.28,65.38,66.33,66.20,172.23,9.66,10.72,1751.77,5.00,18.93,342.36,50.08,171.19,,,64.53,183.68,4.87,673.08,1166.43,404.55,1617.15,46.09,8.59,1323.85,67373.00,78607.00,,8.78,19.10,55.62,673.08
Shaily Engineer.,501423,SHAILY,INE151G01028,Consumer Durables,Plastic Products - Consumer,3350.00,15405.89,273.00,3615.20,2550.27,7.34,175.20,41.09,52.47,45.87,35.97,48.68,7.79,66.13,35.64,41.03,0.00,86.64,284.27,20.65,970.88,22.25,22.07,52.47,177.82,30.17,28.16,83.13,19.10,11.69,216.35,95.61,2542.24,83.59,14.38,62.34,8.46,2.20,7.37,640.27,11.49,395.70,52.46,23.70,274.78,56755.00,52325.00,23648.00,18.18,14.84,25.89,7.37
Shakti Pumps,531431,SHAKTIPUMP,INE908D01010,Industrial Products,"Compressors, Pumps & Diesel Engines",506.20,6245.78,446.88,1398.00,597.92,44.68,505.28,50.36,51.59,-46.72,96.83,38.33,34.59,91.31,31.70,90.71,0.00,29.42,830.42,24.62,2933.78,14.10,37.94,51.59,212.33,23.64,17.99,-48.53,6.01,10.00,124.05,20.48,598.85,114.77,7.40,40.13,169.42,-2.78,684.01,1582.16,0.00,2571.29,15.39,3.66,858.67,256595.00,247997.00,234697.00,5.08,2.39,42.15,684.01
Shankara Buildpro,544517,BUILDPRO,INE24OJ01011,Retailing,Speciality Retail,1263.10,3057.89,228.32,1380.00,1038.41,8.47,60.81,40.17,35.61,11.04,32.07,41.36,-13.78,51.05,25.00,29.39,0.00,23.00,1996.76,25.19,7147.36,26.33,20.51,35.78,132.96,39.02,25.86,42.05,1.89,,89.53,68.48,1036.15,64.61,20.95,53.21,23.37,7.01,64.34,521.39,0.00,1542.37,12.88,5.61,1889.79,24246.00,25343.00,,9.27,13.24,36.88,64.34
Shanthi Gears,522034,SHANTIGEAR,INE631A01022,Industrial Manufacturing,Industrial Products,386.90,2965.07,123.77,703.55,451.69,35.40,0.00,70.47,9.85,-56.59,22.69,18.62,-39.46,14.98,16.19,21.51,0.00,44.04,111.11,-15.77,499.32,-16.88,-14.38,9.85,67.32,25.55,19.00,-30.64,8.53,4.02,70.10,90.87,452.35,19.04,1.95,26.09,64.76,8.10,75.21,432.39,75.49,334.33,26.61,6.74,115.49,28529.00,28913.00,29010.00,3.13,0.23,26.16,75.21
Shanti Educat.,539921,SEIL,INE440T01028,Other Consumer Services,Education,210.81,3392.91,10.02,240.40,180.39,12.31,5.94,49.88,2.82,-2.76,2.90,0.98,187.76,1.22,-0.61,2.62,0.00,583.98,12.47,9.16,56.72,-11.82,7.52,2.82,5.81,10.31,7.99,-15.55,17.30,,-0.19,-3.11,180.08,1.92,0.08,54.16,3.28,-5.00,1.73,60.51,9.55,30.29,332.72,44.30,16.30,6931.00,6725.00,4010.00,25.67,0.00,24.44,1.73
Sharda Cropchem,538666,SHARDACROP,INE221J01015,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,763.45,6878.06,1178.31,1297.80,908.51,41.17,0.00,74.82,88.04,-38.34,142.78,318.64,-72.38,107.58,145.11,74.35,0.00,10.99,1086.28,16.92,5356.54,18.52,9.03,88.02,626.11,30.25,23.17,49.11,8.20,1.25,655.69,603.62,909.97,186.23,11.92,22.23,220.35,5.17,219.89,3046.27,361.45,4076.65,5.77,2.20,1073.77,63572.00,61155.00,62030.00,3.12,9.18,12.88,219.89
Sharda Motor,535602,SHARDAMOTR,INE597I01028,Auto Components,Auto Components & Equipments,922.40,5295.85,508.61,1477.96,888.46,22.48,49.16,64.31,86.53,4.61,82.72,89.27,-3.23,98.16,81.35,74.70,0.00,15.80,1018.90,29.43,3651.59,25.60,33.70,86.53,335.20,35.96,27.94,4.49,8.56,2.13,362.90,270.56,888.12,117.88,17.10,57.05,201.40,23.57,94.85,1301.55,1136.14,1662.20,10.15,4.03,1011.07,38665.00,37220.00,35839.00,1.73,11.99,21.97,94.85
Share India Sec.,540725,SHAREINDIA,INE932X01026,Capital Markets,Stockbroking & Allied,175.28,3827.06,588.96,407.99,158.56,16.93,694.88,48.62,124.15,47.48,84.18,57.83,114.35,156.72,88.81,93.22,57.80,10.53,461.65,35.40,1576.93,14.62,31.25,124.41,363.44,18.41,13.02,17.62,27.76,-6.18,-182.40,5.85,158.39,198.74,7.15,53.92,2459.76,-5.47,3129.80,2591.17,228.19,4461.56,2.14,1.46,448.09,66409.00,67413.00,72772.00,1.87,0.48,49.03,3129.80
Sheela Foam,540203,SFL,INE916U01025,Consumer Durables,"Furniture, Home Furnishing",666.20,7279.95,442.83,2027.51,656.02,19.97,907.98,65.39,56.85,769.22,6.54,80.17,-32.07,47.67,52.57,9.96,0.00,35.77,1053.86,20.45,4031.37,16.82,25.63,62.34,203.54,6.11,4.80,261.53,5.59,1.97,409.32,247.39,655.92,109.72,4.30,35.66,47.48,-10.44,36.39,3197.36,587.88,995.12,16.71,2.24,1031.94,68569.00,66611.00,65046.00,4.17,18.52,11.92,36.39
